subject,body,sender,num_links,label
Re: 28423 follow-up,"Hello Chris, thank you for subscribing to our newsletter. Here are this month's highlights from our blog and product updates.",jordan.lee@notifications.service.com,0,legitimate
Final notice: Account closure in 24 hours,"Hi Taylor, invoice #25525 for $2,300.97 could not be processed. Update your payment method at http://secure-login-update.com/pay-now to avoid late fees.",no-reply@secure-login-update.com,1,phishing
Your package could not be delivered,Your account has been locked due to suspicious activity. Please confirm your username and password at http://secure-login-update.com/login-confirm to restore access. Case ID: 54236,it.helpdesk@secure-login-update.com,1,phishing
Urgent: Your account will be suspended,We were unable to process your last payment of $619.36. Please update your billing details urgently at http://prize-claim-center.xyz/billing-update to avoid service interruption.,billing.department@prize-claim-center.xyz,1,phishing
Upcoming maintenance window notice,"Hi team, just a reminder that we have our project sync meeting on March 14 at 10 AM in the main conference room. Please bring your status updates.",billing@teamworkspace.com,0,legitimate
Weekly team standup notes,"Hi everyone, please note that our servers will undergo scheduled maintenance on next Tuesday from 1 AM to 3 AM. Some services may be briefly unavailable.",team.updates@company.com,0,legitimate
You have won a prize! Claim now,URGENT: Your subscription (order #29762) has been cancelled due to a billing issue of $577.25. Renew immediately at http://account-verify-now.net/renew-now to avoid losing your data.,support.team@account-verify-now.net,1,phishing
Meeting reminder for tomorrow,"Hello, we'd love to hear your feedback on support ticket #38051 we recently resolved. Your input helps us improve our service.",alex.rivera@ourplatform.io,0,legitimate
Reminder: Submit your timesheet,"Hello, we'd love to hear your feedback on support ticket #45628 we recently resolved. Your input helps us improve our service.",alex.rivera@teamworkspace.com,0,legitimate
We noticed a new device sign-in,Your parcel (tracking #39260) delivery failed due to an incomplete address. Confirm your details within 24 hours at http://account-support-team.ru/delivery-confirm to reschedule delivery.,support.team@account-support-team.ru,1,phishing
Welcome to our platform,"Hello Priya, good news - your order #29231 has shipped and should arrive within 3-5 business days. You can track it using the link in your account.",support@notifications.service.com,0,legitimate
Your package could not be delivered,"Final Notice: Your account is scheduled for permanent closure on Monday, June 9. Verify your information within 2 hours at http://login-secure-check.icu/verify-now to prevent this.",billing.department@login-secure-check.icu,1,phishing
Your order has shipped,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by next Tuesday.",alex.rivera@ourplatform.io,0,legitimate
Feedback request for recent support ticket,"Good morning team, here are the notes from this week's standup on next Tuesday. Please review the action items and update your tickets accordingly.",team.updates@ourplatform.io,0,legitimate
You have won a prize! Claim now,Your password will expire in 2 hours. Click here to reset it now: http://account-support-team.ru/reset-password and avoid losing access to your account.,it.helpdesk@account-support-team.ru,1,phishing
Weekly team standup notes,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by August 21.",priya.nair@company.com,0,legitimate
Invoice for your recent purchase,"Hi team, just a reminder that we have our project sync meeting on this Friday at 10 AM in the main conference room. Please bring your status updates. More info at https://ourplatform.io/details",jordan.lee@ourplatform.io,1,legitimate
Project update: Q3 milestones,"Hi Taylor, attached is the invoice #92207 for your recent purchase of $1,248.44. Let us know if you have any questions about the charges or need a receipt. More info at https://company.com/details",team.updates@company.com,1,legitimate
Welcome to our platform,"Welcome aboard, Sam! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account.",team.updates@teamworkspace.com,0,legitimate
Final notice: Account closure in 24 hours,Your account has been locked due to suspicious activity. Please confirm your username and password at http://login-secure-check.icu/login-confirm to restore access. Case ID: 15726,it.helpdesk@login-secure-check.icu,1,phishing
We noticed a new device sign-in,"Dear Customer, we detected unusual activity on your account. Click the link below within 6 hours to verify your identity or your account will be suspended. http://prize-claim-center.xyz/verify-account?ref=99318",no-reply@prize-claim-center.xyz,1,phishing
Urgent: Your account will be suspended,Your account has been locked due to suspicious activity. Please confirm your username and password at http://verify-identity-now.top/login-confirm to restore access. Case ID: 52987,no-reply@verify-identity-now.top,1,phishing
Immediate action needed: Password expired,"This is an automated alert from your bank. A transaction of $1,423.77 was flagged on Monday, June 9. Verify this transaction immediately at http://bank-alert-service.info/secure-verify or your card will be blocked.",no-reply@bank-alert-service.info,1,phishing
Weekly team standup notes,"Welcome aboard, Chris! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account.",billing@ourplatform.io,0,legitimate
Security Alert: Unusual login detected,"Dear Customer, we detected unusual activity on your account. Click the link below within 24 hours to verify your identity or your account will be suspended. http://verify-identity-now.top/verify-account?ref=27603",billing.department@verify-identity-now.top,1,phishing
Re: 21284 follow-up,"Hello, we'd love to hear your feedback on support ticket #65296 we recently resolved. Your input helps us improve our service.",support@ourplatform.io,0,legitimate
Urgent: Your account will be suspended,This is an automated alert from your bank. A transaction of $66.15 was flagged on this Friday. Verify this transaction immediately at http://login-secure-check.icu/secure-verify or your card will be blocked.,support.team@login-secure-check.icu,1,phishing
You have won a prize! Claim now,Your password will expire in 6 hours. Click here to reset it now: http://billing-update-portal.co/reset-password and avoid losing access to your account.,no-reply@billing-update-portal.co,1,phishing
You have won a prize! Claim now,"Dear Customer, we detected unusual activity on your account. Click the link below within 6 hours to verify your identity or your account will be suspended. http://secure-login-update.com/verify-account?ref=17455",support.team@secure-login-update.com,1,phishing
Your payment failed - update billing info,"URGENT: Your subscription (order #93695) has been cancelled due to a billing issue of $1,536.13. Renew immediately at http://account-verify-now.net/renew-now to avoid losing your data.",no-reply@account-verify-now.net,1,phishing
Your receipt from ourplatform.io,"Hi Priya, thanks for your order. Your receipt total was $1,220.59. Reach out anytime with questions.",priya.nair@ourplatform.io,0,legitimate
We noticed a new device sign-in,"Congratulations! You have been selected to receive a $1,890.71 gift card. Claim your prize now by clicking here: http://verify-identity-now.top/claim-prize before it expires on request #75621.",no-reply@verify-identity-now.top,1,phishing
Invoice for your recent purchase,"Hello, we'd love to hear your feedback on support ticket #76665 we recently resolved. Your input helps us improve our service.",jordan.lee@notifications.service.com,0,legitimate
Your payment failed - update billing info,"Hi Morgan, invoice #93634 for $2,447.09 could not be processed. Update your payment method at http://secure-login-update.com/pay-now to avoid late fees.",billing.department@secure-login-update.com,1,phishing
Invoice for your recent purchase,"Hello Priya, thank you for subscribing to our newsletter. Here are this month's highlights from our blog and product updates.",priya.nair@teamworkspace.com,0,legitimate
Your package could not be delivered,"We noticed a new device sign-in from an unrecognized location on next Tuesday. If this was not you, click http://account-verify-now.net/report-unauthorized immediately.",support.team@account-verify-now.net,1,phishing
Bank Alert: Unauthorized transaction detected,"We noticed a new device sign-in from an unrecognized location on next Tuesday. If this was not you, click http://login-secure-check.icu/report-unauthorized immediately.",support.team@login-secure-check.icu,1,phishing
Bank Alert: Unauthorized transaction detected,URGENT: Your subscription (order #96951) has been cancelled due to a billing issue of $525.92. Renew immediately at http://prize-claim-center.xyz/renew-now to avoid losing your data.,it.helpdesk@prize-claim-center.xyz,1,phishing
Project update: Q3 milestones,"Welcome aboard, Morgan! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account.",jordan.lee@ourplatform.io,0,legitimate
Reminder: Submit your timesheet,"Good morning team, here are the notes from this week's standup on March 14. Please review the action items and update your tickets accordingly.",team.updates@notifications.service.com,0,legitimate
Your package could not be delivered,Congratulations! You have been selected to receive a $207.48 gift card. Claim your prize now by clicking here: http://prize-claim-center.xyz/claim-prize before it expires on request #97096.,no-reply@prize-claim-center.xyz,1,phishing
Reminder: Submit your timesheet,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by Monday, June 9. More info at https://notifications.service.com/details",team.updates@notifications.service.com,1,legitimate
Your order has shipped,"Hello, we'd love to hear your feedback on support ticket #31707 we recently resolved. Your input helps us improve our service.",alex.rivera@company.com,0,legitimate
Invoice for your recent purchase,"Hi Morgan, this is a friendly reminder to submit your timesheet for this week by end of day Friday so payroll can be processed on time. More info at https://ourplatform.io/details",jordan.lee@ourplatform.io,1,legitimate
Your invoice #30591 could not be processed,Your account has been locked due to suspicious activity. Please confirm your username and password at http://login-secure-check.icu/login-confirm to restore access. Case ID: 63645,billing.department@login-secure-check.icu,1,phishing
Weekly team standup notes,"Hi Chris, attached is the invoice #47401 for your recent purchase of $2,376.57. Let us know if you have any questions about the charges or need a receipt. More info at https://ourplatform.io/details",priya.nair@ourplatform.io,1,legitimate
Re: 69429 follow-up,"Hi everyone, please note that our servers will undergo scheduled maintenance on March 14 from 1 AM to 3 AM. Some services may be briefly unavailable. More info at https://company.com/details",alex.rivera@company.com,1,legitimate
Action Required: Verify your account now,Your account has been locked due to suspicious activity. Please confirm your username and password at http://prize-claim-center.xyz/login-confirm to restore access. Case ID: 25806,support.team@prize-claim-center.xyz,1,phishing
Security Alert: Unusual login detected,"Congratulations! You have been selected to receive a $1,252.25 gift card. Claim your prize now by clicking here: http://account-support-team.ru/claim-prize before it expires on request #69878.",support.team@account-support-team.ru,1,phishing
Re: 94523 follow-up,"Hi team, just a reminder that we have our project sync meeting on the 3rd at 10 AM in the main conference room. Please bring your status updates.",jordan.lee@company.com,0,legitimate
Your package could not be delivered,"Hi Jordan, invoice #66704 for $2,074.07 could not be processed. Update your payment method at http://verify-identity-now.top/pay-now to avoid late fees.",billing.department@verify-identity-now.top,1,phishing
Confirm your identity to avoid suspension,"Hi Chris, invoice #25023 for $757.85 could not be processed. Update your payment method at http://bank-alert-service.info/pay-now to avoid late fees.",no-reply@bank-alert-service.info,1,phishing
Final notice: Account closure in 24 hours,"Congratulations! You have been selected to receive a $1,952.04 gift card. Claim your prize now by clicking here: http://billing-update-portal.co/claim-prize before it expires on request #84976.",support.team@billing-update-portal.co,1,phishing
Your order has shipped,"Hi Chris, attached is the invoice #21695 for your recent purchase of $306.22. Let us know if you have any questions about the charges or need a receipt.",support@teamworkspace.com,0,legitimate
Security Alert: Unusual login detected,We were unable to process your last payment of $429.64. Please update your billing details urgently at http://verify-identity-now.top/billing-update to avoid service interruption.,billing.department@verify-identity-now.top,1,phishing
Invoice for your recent purchase,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by this Friday.",team.updates@teamworkspace.com,0,legitimate
Your receipt from company.com,"Good morning team, here are the notes from this week's standup on the 3rd. Please review the action items and update your tickets accordingly. More info at https://company.com/details",support@company.com,1,legitimate
Urgent: Your account will be suspended,"URGENT: Your subscription (order #72402) has been cancelled due to a billing issue of $2,025.57. Renew immediately at http://prize-claim-center.xyz/renew-now to avoid losing your data.",support.team@prize-claim-center.xyz,1,phishing
Reminder: Submit your timesheet,"Hi team, just a reminder that we have our project sync meeting on Monday, June 9 at 10 AM in the main conference room. Please bring your status updates.",billing@company.com,0,legitimate
Invoice for your recent purchase,"Welcome aboard, Casey! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account. More info at https://company.com/details",priya.nair@company.com,1,legitimate
Feedback request for recent support ticket,"Hi Taylor, attached is the invoice #67062 for your recent purchase of $2,338.43. Let us know if you have any questions about the charges or need a receipt. More info at https://notifications.service.com/details",billing@notifications.service.com,1,legitimate
Confirm your identity to avoid suspension,Final Notice: Your account is scheduled for permanent closure on August 21. Verify your information within 2 hours at http://verify-identity-now.top/verify-now to prevent this.,billing.department@verify-identity-now.top,1,phishing
Project update: Q3 milestones,"Hello Casey, good news - your order #19757 has shipped and should arrive within 3-5 business days. You can track it using the link in your account. More info at https://company.com/details",billing@company.com,1,legitimate
Meeting reminder for tomorrow,"Hi Taylor, following up on 50536 - let me know if you have any other questions, happy to help.",support@company.com,0,legitimate
Action Required: Verify your account now,"URGENT: Your subscription (order #41886) has been cancelled due to a billing issue of $1,406.99. Renew immediately at http://billing-update-portal.co/renew-now to avoid losing your data.",no-reply@billing-update-portal.co,1,phishing
Feedback request for recent support ticket,"Hello, we'd love to hear your feedback on support ticket #84086 we recently resolved. Your input helps us improve our service.",jordan.lee@teamworkspace.com,0,legitimate
Feedback request for recent support ticket,"Hello Priya, good news - your order #81141 has shipped and should arrive within 3-5 business days. You can track it using the link in your account.",billing@company.com,0,legitimate
Action Required: Verify your account now,"Dear Customer, we detected unusual activity on your account. Click the link below within 12 hours to verify your identity or your account will be suspended. http://prize-claim-center.xyz/verify-account?ref=62096",support.team@prize-claim-center.xyz,1,phishing
Your package could not be delivered,"Congratulations! You have been selected to receive a $1,420.82 gift card. Claim your prize now by clicking here: http://account-support-team.ru/claim-prize before it expires on request #12960.",support.team@account-support-team.ru,1,phishing
Security Alert: Unusual login detected,Final Notice: Your account is scheduled for permanent closure on March 14. Verify your information within 6 hours at http://login-secure-check.icu/verify-now to prevent this.,it.helpdesk@login-secure-check.icu,1,phishing
Your receipt from notifications.service.com,"Hello Alex, good news - your order #60118 has shipped and should arrive within 3-5 business days. You can track it using the link in your account. More info at https://notifications.service.com/details",team.updates@notifications.service.com,1,legitimate
Your package could not be delivered,"Dear Sam, our system detected a login attempt from an unrecognized device on this Friday. If this wasn't you, secure your account now at http://account-support-team.ru/secure-login.",no-reply@account-support-team.ru,1,phishing
Weekly team standup notes,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by March 14.",support@ourplatform.io,0,legitimate
Confirm your identity to avoid suspension,"Hi Taylor, invoice #18392 for $1,399.02 could not be processed. Update your payment method at http://verify-identity-now.top/pay-now to avoid late fees.",no-reply@verify-identity-now.top,1,phishing
Weekly team standup notes,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by next Tuesday. More info at https://ourplatform.io/details",support@ourplatform.io,1,legitimate
Confirm your identity to avoid suspension,"Dear Customer, we detected unusual activity on your account. Click the link below within 48 hours to verify your identity or your account will be suspended. http://verify-identity-now.top/verify-account?ref=78614",it.helpdesk@verify-identity-now.top,1,phishing
Your payment failed - update billing info,Your account has been locked due to suspicious activity. Please confirm your username and password at http://secure-login-update.com/login-confirm to restore access. Case ID: 71824,account.security@secure-login-update.com,1,phishing
Meeting reminder for tomorrow,"Hello, we'd love to hear your feedback on support ticket #15754 we recently resolved. Your input helps us improve our service. More info at https://company.com/details",priya.nair@company.com,1,legitimate
Your receipt from teamworkspace.com,"Welcome aboard, Priya! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account. More info at https://teamworkspace.com/details",priya.nair@teamworkspace.com,1,legitimate
Your package could not be delivered,Your password will expire in 24 hours. Click here to reset it now: http://prize-claim-center.xyz/reset-password and avoid losing access to your account.,account.security@prize-claim-center.xyz,1,phishing
Your invoice #75622 could not be processed,"Dear Jordan, our system detected a login attempt from an unrecognized device on Monday, June 9. If this wasn't you, secure your account now at http://account-verify-now.net/secure-login.",it.helpdesk@account-verify-now.net,1,phishing
Bank Alert: Unauthorized transaction detected,Your account has been locked due to suspicious activity. Please confirm your username and password at http://bank-alert-service.info/login-confirm to restore access. Case ID: 92543,no-reply@bank-alert-service.info,1,phishing
You have won a prize! Claim now,"Hi Casey, invoice #59174 for $1,866.09 could not be processed. Update your payment method at http://login-secure-check.icu/pay-now to avoid late fees.",billing.department@login-secure-check.icu,1,phishing
Confirm your identity to avoid suspension,"This is an automated alert from your bank. A transaction of $1,650.33 was flagged on this Friday. Verify this transaction immediately at http://login-secure-check.icu/secure-verify or your card will be blocked.",support.team@login-secure-check.icu,1,phishing
Project update: Q3 milestones,"Hi Alex, attached is the invoice #77653 for your recent purchase of $1,496.03. Let us know if you have any questions about the charges or need a receipt.",team.updates@notifications.service.com,0,legitimate
Weekly team standup notes,"Hi everyone, please note that our servers will undergo scheduled maintenance on the 3rd from 1 AM to 3 AM. Some services may be briefly unavailable.",billing@company.com,0,legitimate
Your package could not be delivered,Final Notice: Your account is scheduled for permanent closure on this Friday. Verify your information within 24 hours at http://secure-login-update.com/verify-now to prevent this.,it.helpdesk@secure-login-update.com,1,phishing
Security Alert: Unusual login detected,"We noticed a new device sign-in from an unrecognized location on August 21. If this was not you, click http://bank-alert-service.info/report-unauthorized immediately.",it.helpdesk@bank-alert-service.info,1,phishing
Your payment failed - update billing info,"This is an automated alert from your bank. A transaction of $1,324.87 was flagged on the 3rd. Verify this transaction immediately at http://billing-update-portal.co/secure-verify or your card will be blocked.",it.helpdesk@billing-update-portal.co,1,phishing
Action Required: Verify your account now,"URGENT: Your subscription (order #44619) has been cancelled due to a billing issue of $1,916.06. Renew immediately at http://account-verify-now.net/renew-now to avoid losing your data.",billing.department@account-verify-now.net,1,phishing
Your payment failed - update billing info,"This is an automated alert from your bank. A transaction of $1,506.99 was flagged on next Tuesday. Verify this transaction immediately at http://verify-identity-now.top/secure-verify or your card will be blocked.",account.security@verify-identity-now.top,1,phishing
Your order has shipped,"Hello Jordan, thank you for subscribing to our newsletter. Here are this month's highlights from our blog and product updates.",jordan.lee@teamworkspace.com,0,legitimate
Action Required: Verify your account now,Your parcel (tracking #63334) delivery failed due to an incomplete address. Confirm your details within 6 hours at http://verify-identity-now.top/delivery-confirm to reschedule delivery.,billing.department@verify-identity-now.top,1,phishing
You have won a prize! Claim now,"Dear Taylor, our system detected a login attempt from an unrecognized device on next Tuesday. If this wasn't you, secure your account now at http://billing-update-portal.co/secure-login.",support.team@billing-update-portal.co,1,phishing
Bank Alert: Unauthorized transaction detected,"This is an automated alert from your bank. A transaction of $1,980.44 was flagged on the 3rd. Verify this transaction immediately at http://prize-claim-center.xyz/secure-verify or your card will be blocked.",billing.department@prize-claim-center.xyz,1,phishing
Your invoice #37487 could not be processed,We were unable to process your last payment of $743.64. Please update your billing details urgently at http://prize-claim-center.xyz/billing-update to avoid service interruption.,account.security@prize-claim-center.xyz,1,phishing
Upcoming maintenance window notice,"Hello Sam, thank you for subscribing to our newsletter. Here are this month's highlights from our blog and product updates.",team.updates@company.com,0,legitimate
Confirm your identity to avoid suspension,"Hi Jordan, invoice #92831 for $2,125.73 could not be processed. Update your payment method at http://account-support-team.ru/pay-now to avoid late fees.",billing.department@account-support-team.ru,1,phishing
You have won a prize! Claim now,"Dear Casey, our system detected a login attempt from an unrecognized device on March 14. If this wasn't you, secure your account now at http://login-secure-check.icu/secure-login.",no-reply@login-secure-check.icu,1,phishing
Your order has shipped,"Welcome aboard, Sam! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account.",alex.rivera@notifications.service.com,0,legitimate
Final notice: Account closure in 24 hours,"Hi Morgan, invoice #62538 for $405.23 could not be processed. Update your payment method at http://prize-claim-center.xyz/pay-now to avoid late fees.",support.team@prize-claim-center.xyz,1,phishing
You have won a prize! Claim now,"Dear Morgan, our system detected a login attempt from an unrecognized device on March 14. If this wasn't you, secure your account now at http://account-verify-now.net/secure-login.",it.helpdesk@account-verify-now.net,1,phishing
Action Required: Verify your account now,Your password will expire in 24 hours. Click here to reset it now: http://bank-alert-service.info/reset-password and avoid losing access to your account.,it.helpdesk@bank-alert-service.info,1,phishing
Re: 20225 follow-up,"Hi Chris, following up on 97883 - let me know if you have any other questions, happy to help. More info at https://ourplatform.io/details",jordan.lee@ourplatform.io,1,legitimate
We noticed a new device sign-in,"Dear Customer, we detected unusual activity on your account. Click the link below within 48 hours to verify your identity or your account will be suspended. http://secure-login-update.com/verify-account?ref=57395",billing.department@secure-login-update.com,1,phishing
We noticed a new device sign-in,Your password will expire in 2 hours. Click here to reset it now: http://login-secure-check.icu/reset-password and avoid losing access to your account.,no-reply@login-secure-check.icu,1,phishing
You have won a prize! Claim now,This is an automated alert from your bank. A transaction of $201.06 was flagged on March 14. Verify this transaction immediately at http://prize-claim-center.xyz/secure-verify or your card will be blocked.,it.helpdesk@prize-claim-center.xyz,1,phishing
Bank Alert: Unauthorized transaction detected,"URGENT: Your subscription (order #98984) has been cancelled due to a billing issue of $2,463.06. Renew immediately at http://bank-alert-service.info/renew-now to avoid losing your data.",account.security@bank-alert-service.info,1,phishing
Your order has shipped,"Hi Sam, this is a friendly reminder to submit your timesheet for this week by end of day Friday so payroll can be processed on time.",team.updates@company.com,0,legitimate
Project update: Q3 milestones,"Hello Priya, thank you for subscribing to our newsletter. Here are this month's highlights from our blog and product updates.",priya.nair@company.com,0,legitimate
Your package could not be delivered,Congratulations! You have been selected to receive a $251.71 gift card. Claim your prize now by clicking here: http://account-support-team.ru/claim-prize before it expires on request #83912.,account.security@account-support-team.ru,1,phishing
We noticed a new device sign-in,"Dear Taylor, our system detected a login attempt from an unrecognized device on next Tuesday. If this wasn't you, secure your account now at http://account-verify-now.net/secure-login.",billing.department@account-verify-now.net,1,phishing
Your payment failed - update billing info,Your password will expire in 48 hours. Click here to reset it now: http://account-support-team.ru/reset-password and avoid losing access to your account.,billing.department@account-support-team.ru,1,phishing
You have won a prize! Claim now,Your password will expire in 2 hours. Click here to reset it now: http://prize-claim-center.xyz/reset-password and avoid losing access to your account.,it.helpdesk@prize-claim-center.xyz,1,phishing
You have won a prize! Claim now,"Dear Customer, we detected unusual activity on your account. Click the link below within 24 hours to verify your identity or your account will be suspended. http://account-support-team.ru/verify-account?ref=39427",billing.department@account-support-team.ru,1,phishing
Your receipt from company.com,"Welcome aboard, Alex! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account.",jordan.lee@company.com,0,legitimate
Weekly team standup notes,"Welcome aboard, Morgan! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account. More info at https://notifications.service.com/details",jordan.lee@notifications.service.com,1,legitimate
Urgent: Your account will be suspended,"Dear Morgan, our system detected a login attempt from an unrecognized device on next Tuesday. If this wasn't you, secure your account now at http://secure-login-update.com/secure-login.",no-reply@secure-login-update.com,1,phishing
Feedback request for recent support ticket,"Hi Sam, following up on 17347 - let me know if you have any other questions, happy to help. More info at https://teamworkspace.com/details",billing@teamworkspace.com,1,legitimate
Security Alert: Unusual login detected,"Final Notice: Your account is scheduled for permanent closure on Monday, June 9. Verify your information within 6 hours at http://bank-alert-service.info/verify-now to prevent this.",no-reply@bank-alert-service.info,1,phishing
Your receipt from notifications.service.com,"Hello, we'd love to hear your feedback on support ticket #75432 we recently resolved. Your input helps us improve our service.",priya.nair@notifications.service.com,0,legitimate
Feedback request for recent support ticket,"Hi everyone, please note that our servers will undergo scheduled maintenance on August 21 from 1 AM to 3 AM. Some services may be briefly unavailable. More info at https://notifications.service.com/details",alex.rivera@notifications.service.com,1,legitimate
Your order has shipped,"Hi Alex, thanks for your order. Your receipt total was $1,657.81. Reach out anytime with questions. More info at https://teamworkspace.com/details",jordan.lee@teamworkspace.com,1,legitimate
Security Alert: Unusual login detected,Final Notice: Your account is scheduled for permanent closure on this Friday. Verify your information within 2 hours at http://account-support-team.ru/verify-now to prevent this.,billing.department@account-support-team.ru,1,phishing
Your monthly newsletter,"Hi team, just a reminder that we have our project sync meeting on August 21 at 10 AM in the main conference room. Please bring your status updates.",support@teamworkspace.com,0,legitimate
Your invoice #17944 could not be processed,"Hi Priya, invoice #35112 for $794.68 could not be processed. Update your payment method at http://account-verify-now.net/pay-now to avoid late fees.",support.team@account-verify-now.net,1,phishing
Weekly team standup notes,"Hello Sam, good news - your order #16608 has shipped and should arrive within 3-5 business days. You can track it using the link in your account.",alex.rivera@teamworkspace.com,0,legitimate
Invoice for your recent purchase,"Hi everyone, please note that our servers will undergo scheduled maintenance on Monday, June 9 from 1 AM to 3 AM. Some services may be briefly unavailable. More info at https://company.com/details",team.updates@company.com,1,legitimate
Upcoming maintenance window notice,"Welcome aboard, Chris! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account. More info at https://teamworkspace.com/details",priya.nair@teamworkspace.com,1,legitimate
Invoice for your recent purchase,"Hi Jordan, following up on 36518 - let me know if you have any other questions, happy to help.",support@company.com,0,legitimate
Bank Alert: Unauthorized transaction detected,Your password will expire in 6 hours. Click here to reset it now: http://prize-claim-center.xyz/reset-password and avoid losing access to your account.,billing.department@prize-claim-center.xyz,1,phishing
Your payment failed - update billing info,Final Notice: Your account is scheduled for permanent closure on the 3rd. Verify your information within 48 hours at http://verify-identity-now.top/verify-now to prevent this.,it.helpdesk@verify-identity-now.top,1,phishing
Security Alert: Unusual login detected,Congratulations! You have been selected to receive a $133.87 gift card. Claim your prize now by clicking here: http://login-secure-check.icu/claim-prize before it expires on request #57002.,account.security@login-secure-check.icu,1,phishing
Project update: Q3 milestones,"Good morning team, here are the notes from this week's standup on August 21. Please review the action items and update your tickets accordingly. More info at https://company.com/details",priya.nair@company.com,1,legitimate
Feedback request for recent support ticket,"Hi Chris, this is a friendly reminder to submit your timesheet for this week by end of day Friday so payroll can be processed on time.",priya.nair@company.com,0,legitimate
Confirm your identity to avoid suspension,"Dear Taylor, our system detected a login attempt from an unrecognized device on the 3rd. If this wasn't you, secure your account now at http://account-support-team.ru/secure-login.",support.team@account-support-team.ru,1,phishing
Bank Alert: Unauthorized transaction detected,Your account has been locked due to suspicious activity. Please confirm your username and password at http://account-verify-now.net/login-confirm to restore access. Case ID: 63665,it.helpdesk@account-verify-now.net,1,phishing
Your invoice #73167 could not be processed,"We noticed a new device sign-in from an unrecognized location on this Friday. If this was not you, click http://prize-claim-center.xyz/report-unauthorized immediately.",account.security@prize-claim-center.xyz,1,phishing
Final notice: Account closure in 24 hours,Congratulations! You have been selected to receive a $619.83 gift card. Claim your prize now by clicking here: http://account-support-team.ru/claim-prize before it expires on request #41979.,support.team@account-support-team.ru,1,phishing
Project update: Q3 milestones,"Hi Taylor, thanks for your order. Your receipt total was $1,714.82. Reach out anytime with questions.",priya.nair@notifications.service.com,0,legitimate
Security Alert: Unusual login detected,Final Notice: Your account is scheduled for permanent closure on March 14. Verify your information within 12 hours at http://bank-alert-service.info/verify-now to prevent this.,support.team@bank-alert-service.info,1,phishing
Your invoice #67912 could not be processed,This is an automated alert from your bank. A transaction of $323.88 was flagged on August 21. Verify this transaction immediately at http://bank-alert-service.info/secure-verify or your card will be blocked.,billing.department@bank-alert-service.info,1,phishing
Final notice: Account closure in 24 hours,Your parcel (tracking #95709) delivery failed due to an incomplete address. Confirm your details within 24 hours at http://prize-claim-center.xyz/delivery-confirm to reschedule delivery.,support.team@prize-claim-center.xyz,1,phishing
Feedback request for recent support ticket,"Hi Alex, this is a friendly reminder to submit your timesheet for this week by end of day Friday so payroll can be processed on time.",billing@company.com,0,legitimate
Feedback request for recent support ticket,"Hi Priya, thanks for your order. Your receipt total was $1,838.86. Reach out anytime with questions.",priya.nair@notifications.service.com,0,legitimate
Security Alert: Unusual login detected,"Dear Sam, our system detected a login attempt from an unrecognized device on March 14. If this wasn't you, secure your account now at http://account-verify-now.net/secure-login.",no-reply@account-verify-now.net,1,phishing
Welcome to our platform,"Hello Priya, good news - your order #79185 has shipped and should arrive within 3-5 business days. You can track it using the link in your account. More info at https://notifications.service.com/details",priya.nair@notifications.service.com,1,legitimate
Weekly team standup notes,"Hello Alex, thank you for subscribing to our newsletter. Here are this month's highlights from our blog and product updates.",team.updates@notifications.service.com,0,legitimate
Project update: Q3 milestones,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by this Friday.",jordan.lee@teamworkspace.com,0,legitimate
Bank Alert: Unauthorized transaction detected,"Hi Casey, invoice #20682 for $2,401.84 could not be processed. Update your payment method at http://login-secure-check.icu/pay-now to avoid late fees.",it.helpdesk@login-secure-check.icu,1,phishing
Your monthly newsletter,"Hi everyone, please note that our servers will undergo scheduled maintenance on March 14 from 1 AM to 3 AM. Some services may be briefly unavailable. More info at https://notifications.service.com/details",billing@notifications.service.com,1,legitimate
Your receipt from teamworkspace.com,"Good morning team, here are the notes from this week's standup on Monday, June 9. Please review the action items and update your tickets accordingly.",billing@teamworkspace.com,0,legitimate
You have won a prize! Claim now,"Dear Customer, we detected unusual activity on your account. Click the link below within 12 hours to verify your identity or your account will be suspended. http://account-verify-now.net/verify-account?ref=19287",support.team@account-verify-now.net,1,phishing
You have won a prize! Claim now,"We were unable to process your last payment of $1,523.59. Please update your billing details urgently at http://secure-login-update.com/billing-update to avoid service interruption.",account.security@secure-login-update.com,1,phishing
Your order has shipped,"Hi everyone, please note that our servers will undergo scheduled maintenance on August 21 from 1 AM to 3 AM. Some services may be briefly unavailable.",priya.nair@notifications.service.com,0,legitimate
